Year,Player,Salary,Position,Team
2002,Andy Fox,700000,Shortstop,Florida Marlins
2002,Mike Redmond,650000,Catcher,Florida Marlins
2002,Brad Penny,377500,Pitcher,Florida Marlins
2002,A.J. Burnett,367500,Pitcher,Florida Marlins
2002,Vladimir Nunez,360000,Pitcher,Florida Marlins
2002,Tim Raines Sr.,350000,Outfielder,Florida Marlins
2002,Armando Almanza,346000,Pitcher,Florida Marlins
2002,Ramon Castro,216000,Catcher,Florida Marlins
2002,Marty Malloy,210000,Second Baseman,Florida Marlins
2002,Benito Baez,202000,Pitcher,Florida Marlins
2002,Pablo Ozuna,202000,Shortstop,Florida Marlins
2002,Michael Tejera,201000,Pitcher,Florida Marlins
2002,Gary Knotts,200000,Pitcher,Florida Marlins
2002,Kevin Olsen,200000,Pitcher,Florida Marlins
2002,Mo Vaughn,12166667,First Baseman,New York Mets
2002,Mike Piazza,10571429,Catcher,New York Mets
2002,Al Leiter,9250000,Pitcher,New York Mets
2002,Roberto Alomar,7939664,Second Baseman,New York Mets
2002,Jeromy Burnitz,7166667,Outfielder,New York Mets
2002,Rey Ordonez,6250000,Shortstop,New York Mets
2002,Edgardo Alfonzo,6200000,Third Baseman,New York Mets
2002,Shawn Estes,6200000,Pitcher,New York Mets
2002,Armando Benitez,5812500,Pitcher,New York Mets
2002,Steve Trachsel,4300000,Pitcher,New York Mets
2002,Pedro Astacio,4000000,Pitcher,New York Mets
2002,John Franco,3083333,Pitcher,New York Mets
2002,Roger Cedeno,2375000,Outfielder,New York Mets
2002,Jeff D'Amico,1840000,Pitcher,New York Mets
2002,David Weathers,1833333,Pitcher,New York Mets
2002,Mark Guthrie,1800000,Pitcher,New York Mets
2002,Joe McEwing,750000,Outfielder,New York Mets
2002,John Valentin,550000,Shortstop,New York Mets
2002,Satoru Komiyama,500000,Pitcher,New York Mets
2002,Mark P. Johnson,475000,First Baseman,New York Mets
2002,Jay Payton,362500,Outfielder,New York Mets
2002,Bruce Chen,300000,Pitcher,New York Mets
2002,Gary Matthews,237500,Outfielder,New York Mets
2002,Kane Davis,235000,Pitcher,New York Mets
2002,Vance Wilson,222500,Catcher,New York Mets
2002,Grant Roberts,212500,Pitcher,New York Mets
2002,Vladimir Guerrero,8000000,Outfielder,Washington Nationals
2002,Javier Vazquez,4725000,Pitcher,Washington Nationals
2002,Fernando Tatis,4500000,Third Baseman,Washington Nationals
2002,Lee Stevens,4000000,First Baseman,Washington Nationals
2002,Jose Vidro,4000000,Second Baseman,Washington Nationals
2002,Graeme Lloyd,3000000,Pitcher,Washington Nationals
2002,Orlando Cabrera,2400000,Shortstop,Washington Nationals
2002,Carl Pavano,1312500,Pitcher,Washington Nationals
2002,Michael Barrett,1150000,Catcher,Washington Nationals
2002,Andres Galarraga,500000,First Baseman,Washington Nationals
2002,Mike Mordecai,500000,Third Baseman,Washington Nationals
2002,Ed Vosberg,400000,Pitcher,Washington Nationals
2002,Matt Herges,370000,Pitcher,Washington Nationals
2002,Scott Strickland,355000,Pitcher,Washington Nationals
2002,Tony Jose Armas,335000,Pitcher,Washington Nationals
2002,Henry Rodriguez,300000,Outfielder,Washington Nationals
2002,Masato Yoshii,300000,Pitcher,Washington Nationals
2002,Chris Truby,270000,Third Baseman,Washington Nationals
2002,Peter Bergeron,250000,Outfielder,Washington Nationals
2002,Lou Collier,250000,Outfielder,Washington Nationals
2002,Tomo Ohka,240000,Pitcher,Washington Nationals
2002,Britt Reames,235000,Pitcher,Washington Nationals
2002,Scott Stewart,235000,Pitcher,Washington Nationals
2002,Scott Downs,225000,Pitcher,Washington Nationals
2002,Brian Schneider,212000,Catcher,Washington Nationals
2002,Brad Wilkerson,206000,Outfielder,Washington Nationals
2002,Troy Mattes,200000,Pitcher,Washington Nationals
2002,T.J. Tucker,200000,Pitcher,Washington Nationals
2002,Albert Belle,12368790,Outfielder,Baltimore Orioles
2002,David Segui,6762895,First Baseman,Baltimore Orioles
2002,Scott Erickson,5142986,Pitcher,Baltimore Orioles
2002,Tony Batista,4900000,Third Baseman,Baltimore Orioles
2002,Mike Bordick,4873439,Shortstop,Baltimore Orioles
2002,Pat Hentgen,4246877,Pitcher,Baltimore Orioles
2002,Jeff Conine,3500000,First Baseman,Baltimore Orioles
2002,Sidney Ponson,2650000,Pitcher,Baltimore Orioles
2002,Marty Cordova,2500000,Outfielder,Baltimore Orioles
2002,Brook Fordyce,2500000,Catcher,Baltimore Orioles
2002,Buddy Groom,2500000,Pitcher,Baltimore Orioles
2002,Jason Johnson,1800000,Pitcher,Baltimore Orioles
2002,Chris Singleton,1400000,Outfielder,Baltimore Orioles
2002,Chris Brock,1000000,Pitcher,Baltimore Orioles
2002,Melvin Mora,350000,Outfielder,Baltimore Orioles
2002,Jerry Hairston Jr.,300000,Second Baseman,Baltimore Orioles
2002,Chris Richard,300000,Outfielder,Baltimore Orioles
2002,B.J. Ryan,300000,Pitcher,Baltimore Orioles
2002,Calvin Maduro,270000,Pitcher,Baltimore Orioles
2002,Willis Roberts,260000,Pitcher,Baltimore Orioles
2002,Josh Towers,245000,Pitcher,Baltimore Orioles
2002,Jay Gibbons,232500,Outfielder,Baltimore Orioles
2002,Luis Matos,230000,Outfielder,Baltimore Orioles
2002,Fernando Lunar,225000,Catcher,Baltimore Orioles
2002,Jorge Julio,216000,Pitcher,Baltimore Orioles
2002,John Parrish,215000,Pitcher,Baltimore Orioles
2002,Luis Rivera,205000,Pitcher,Baltimore Orioles
2002,Rick Bauer,200000,Pitcher,Baltimore Orioles
2002,Luis C. Garcia,200000,Outfielder,Baltimore Orioles
2002,Geronimo Gil,200000,Catcher,Baltimore Orioles
2002,Rodrigo Lopez,200000,Pitcher,Baltimore Orioles
2002,Mike Moriarty,200000,Shortstop,Baltimore Orioles
2002,Ray Lankford,8100000,Outfielder,San Diego Padres
2002,Trevor Hoffman,6600000,Pitcher,San Diego Padres
2002,Ryan Klesko,6000000,Outfielder,San Diego Padres
2002,Bobby J. Jones,4000000,Pitcher,San Diego Padres
2002,Mark Kotsay,3050000,Outfielder,San Diego Padres
2002,Phil Nevin,2600000,First Baseman,San Diego Padres
2002,Bubba Trammell,1500000,Outfielder,San Diego Padres
2002,Kevin Jarvis,1250000,Pitcher,San Diego Padres
2002,Tom Lampkin,1250000,Catcher,San Diego Padres
2002,Brett Tomko,1100000,Pitcher,San Diego Padres
2002,Deivi Cruz,600000,Shortstop,San Diego Padres
2002,Alan Embree,500000,Pitcher,San Diego Padres
2002,Ron Gant,500000,Outfielder,San Diego Padres
2002,Steve Reed,500000,Pitcher,San Diego Padres
2002,Wiki Gonzalez,350000,Catcher,San Diego Padres
2002,Trenidad Hubbard,300000,Outfielder,San Diego Padres
2002,Mark Sweeney,300000,Outfielder,San Diego Padres
2002,Brian Tollberg,285000,Pitcher,San Diego Padres
2002,Adam Eaton,280000,Pitcher,San Diego Padres
2002,Tom Davey,270000,Pitcher,San Diego Padres
2002,Kevin Walker,267000,Pitcher,San Diego Padres
2002,Jason Boyd,253000,Pitcher,San Diego Padres
2002,Jose Nunez,245000,Pitcher,San Diego Padres
2002,D'Angelo Jimenez,240000,Second Baseman,San Diego Padres
2002,Brian Lawrence,235000,Pitcher,San Diego Padres
2002,Robert Ramsay,235000,Pitcher,San Diego Padres
2002,Jeremy Fikac,210000,Pitcher,San Diego Padres
2002,Ramon Vazquez,205000,Shortstop,San Diego Padres
2002,Sean Burroughs,200000,Third Baseman,San Diego Padres
2002,Scott Rolen,8600000,Third Baseman,Philadelphia Phillies
2002,Mike Lieberthal,7333333,Catcher,Philadelphia Phillies
2002,Bobby Abreu,6333333,Outfielder,Philadelphia Phillies
2002,Robert Person,6250000,Pitcher,Philadelphia Phillies
2002,Jose Mesa,4200000,Pitcher,Philadelphia Phillies
2002,Doug Glanville,4000000,Outfielder,Philadelphia Phillies
2002,Travis Lee,3000000,First Baseman,Philadelphia Phillies
2002,Turk Wendell,2950000,Pitcher,Philadelphia Phillies
2002,Rheal Cormier,2883333,Pitcher,Philadelphia Phillies
2002,Terry Adams,2700000,Pitcher,Philadelphia Phillies
2002,Pat Burrell,1905000,Outfielder,Philadelphia Phillies
2002,Ricky Bottalico,1500000,Pitcher,Philadelphia Phillies
2002,Ricky Ledee,750000,Outfielder,Philadelphia Phillies
2002,Jose Santiago,700000,Pitcher,Philadelphia Phillies
2002,Todd Pratt,650000,Catcher,Philadelphia Phillies
2002,John Mabry,500000,Outfielder,Philadelphia Phillies
2002,Tomas Perez,475000,Second Baseman,Philadelphia Phillies
2002,Randy Wolf,450000,Pitcher,Philadelphia Phillies
2002,Marlon Anderson,400000,Second Baseman,Philadelphia Phillies
2002,Dave Hollins,400000,Third Baseman,Philadelphia Phillies
2002,Jimmy Rollins,355000,Shortstop,Philadelphia Phillies
2002,Hector Mercado,255000,Pitcher,Philadelphia Phillies
2002,Vicente Padilla,245000,Pitcher,Philadelphia Phillies
2002,Cliff Politte,245000,Pitcher,Philadelphia Phillies
2002,David Coggin,240000,Pitcher,Philadelphia Phillies
2002,Brandon Duckworth,235000,Pitcher,Philadelphia Phillies
2002,Nick Punto,200000,Shortstop,Philadelphia Phillies
2002,Carlos Silva,200000,Pitcher,Philadelphia Phillies
2002,Brian Giles,8063003,Outfielder,Pittsburgh Pirates
2002,Jason Kendall,6571429,Catcher,Pittsburgh Pirates
2002,Kevin Young,5625000,First Baseman,Pittsburgh Pirates
2002,Pat Meares,3790000,Second Baseman,Pittsburgh Pirates
2002,Kris Benson,2700000,Pitcher,Pittsburgh Pirates
2002,Mike Fetters,2275000,Pitcher,Pittsburgh Pirates
2002,Mike Williams,2000000,Pitcher,Pittsburgh Pirates
2002,Pokey Reese,1750000,Second Baseman,Pittsburgh Pirates
2002,Sean Lowe,950000,Pitcher,Pittsburgh Pirates
2002,Mike Benjamin,925000,Third Baseman,Pittsburgh Pirates
2002,Armando Rios,925000,Outfielder,Pittsburgh Pirates
2002,Ron Villone,900000,Pitcher,Pittsburgh Pirates
2002,Scott Sauerbeck,766667,Pitcher,Pittsburgh Pirates
2002,Brian Boehringer,675000,Pitcher,Pittsburgh Pirates
2002,Keith Osik,625000,Catcher,Pittsburgh Pirates
2002,Aramis Ramirez,500000,Third Baseman,Pittsburgh Pirates
2002,Adrian Brown,450000,Outfielder,Pittsburgh Pirates
2002,Jimmy Anderson,305000,Pitcher,Pittsburgh Pirates
2002,Kip Wells,272500,Pitcher,Pittsburgh Pirates
2002,Mike Lincoln,267500,Pitcher,Pittsburgh Pirates
2002,Dave Williams,234000,Pitcher,Pittsburgh Pirates
2002,Jack Wilson,232000,Shortstop,Pittsburgh Pirates
2002,Craig A. Wilson,229000,First Baseman,Pittsburgh Pirates
2002,Joe Beimel,227000,Pitcher,Pittsburgh Pirates
2002,Rob Mackowiak,227000,Outfielder,Pittsburgh Pirates
2002,Chad Hermansen,223000,Outfielder,Pittsburgh Pirates
2002,Ryan Vogelsong,212500,Pitcher,Pittsburgh Pirates
2002,Josh Fogg,203000,Pitcher,Pittsburgh Pirates
2002,Abraham O. Nunez,200000,Second Baseman,Pittsburgh Pirates
2002,Alex Rodriguez,22000000,Shortstop,Texas Rangers
2002,Juan Gonzalez,11000000,Outfielder,Texas Rangers
2002,Ivan Rodriguez,9600000,Catcher,Texas Rangers
2002,Rafael Palmeiro,8712986,First Baseman,Texas Rangers
2002,Carl Everett,8666666,Outfielder,Texas Rangers
2002,Kenny Rogers,7500000,Pitcher,Texas Rangers
2002,Chan Ho Park,6884803,Pitcher,Texas Rangers
2002,Rusty Greer,6800000,Outfielder,Texas Rangers
2002,John Rocker,2500000,Pitcher,Texas Rangers
2002,Ismael Valdez,2500000,Pitcher,Texas Rangers
2002,Frank Catalanotto,2475000,Outfielder,Texas Rangers
2002,Jay Powell,2250000,Pitcher,Texas Rangers
2002,Jeff Zimmerman,2166667,Pitcher,Texas Rangers
2002,Dave Burba,2000000,Pitcher,Texas Rangers
2002,Todd Van Poppel,2000000,Pitcher,Texas Rangers
2002,Gabe Kapler,1850000,Outfielder,Texas Rangers
2002,Dan Miceli,1000000,Pitcher,Texas Rangers
2002,Rudy Seanez,1000000,Pitcher,Texas Rangers
2002,Herbert Perry,900000,Third Baseman,Texas Rangers
2002,Bill Haselman,800000,Catcher,Texas Rangers
2002,Rich Rodriguez,600000,Pitcher,Texas Rangers
2002,Hideki Irabu,550000,Pitcher,Texas Rangers
2002,Steve Woodard,550000,Pitcher,Texas Rangers
2002,Doug Davis,310000,Pitcher,Texas Rangers
2002,Dan Kolb,260000,Pitcher,Texas Rangers
2002,Michael Young,250000,Second Baseman,Texas Rangers
2002,Hank Blalock,200000,Third Baseman,Texas Rangers
2002,Jovanny Cedeno,200000,Pitcher,Texas Rangers
2002,Colby Lewis,200000,Pitcher,Texas Rangers
2002,Greg Vaughn,8750000,Outfielder,Tampa Bay Rays
2002,Wilson Alvarez,8000000,Pitcher,Tampa Bay Rays
2002,Ben Grieve,4000000,Outfielder,Tampa Bay Rays
2002,John Flaherty,3250000,Catcher,Tampa Bay Rays
2002,Esteban Yan,1500000,Pitcher,Tampa Bay Rays
2002,Paul Wilson,1200000,Pitcher,Tampa Bay Rays
2002,Chris Gomez,1000000,Shortstop,Tampa Bay Rays
2002,Randy Winn,960000,Outfielder,Tampa Bay Rays
2002,Doug Creek,685000,Pitcher,Tampa Bay Rays
2002,Russ Johnson,575000,Third Baseman,Tampa Bay Rays
2002,Ryan Rupe,575000,Pitcher,Tampa Bay Rays
2002,Kevin McGlinchy,300000,Pitcher,Tampa Bay Rays
2002,Tanyon Sturtze,295000,Pitcher,Tampa Bay Rays
2002,Steve Cox,280000,First Baseman,Tampa Bay Rays
2002,Bobby Smith,255000,Second Baseman,Tampa Bay Rays
2002,Jason Tyner,250000,Outfielder,Tampa Bay Rays
2002,Joe Kennedy,225000,Pitcher,Tampa Bay Rays
2002,Travis Phelps,218000,Pitcher,Tampa Bay Rays
2002,Brent Abernathy,215000,Second Baseman,Tampa Bay Rays
2002,Jesus Colome,215000,Pitcher,Tampa Bay Rays
2002,Victor Zambrano,215000,Pitcher,Tampa Bay Rays
2002,Toby Hall,210000,Catcher,Tampa Bay Rays
2002,Jason Conti,205000,Outfielder,Tampa Bay Rays
2002,Bobby Seay,202000,Pitcher,Tampa Bay Rays
2002,Felix Escalona,200000,Second Baseman,Tampa Bay Rays
2002,Steve Kent,200000,Pitcher,Tampa Bay Rays
2002,Jason Smith,200000,Shortstop,Tampa Bay Rays
2002,Jorge Sosa,200000,Pitcher,Tampa Bay Rays
2002,Barry Larkin,9000000,Shortstop,Cincinnati Reds
2002,Ken Griffey Jr.,8557223,Outfielder,Cincinnati Reds
2002,Sean Casey,4000000,First Baseman,Cincinnati Reds
2002,Danny Graves,3525000,Pitcher,Cincinnati Reds
2002,Gabe White,2491667,Pitcher,Cincinnati Reds
2002,Scott Sullivan,2200000,Pitcher,Cincinnati Reds
2002,Aaron Boone,2100000,Third Baseman,Cincinnati Reds
2002,Todd A. Walker,2050000,Second Baseman,Cincinnati Reds
2002,Elmer Dessens,1825000,Pitcher,Cincinnati Reds
2002,Juan Encarnacion,1550000,Outfielder,Cincinnati Reds
2002,Kelly Stinnett,1000000,Catcher,Cincinnati Reds
2002,Wilton Guerrero,850000,Second Baseman,Cincinnati Reds
2002,Jose Silva,650000,Pitcher,Cincinnati Reds
2002,Joey Hamilton,500000,Pitcher,Cincinnati Reds
2002,Jimmy Haynes,500000,Pitcher,Cincinnati Reds
2002,Jose Rijo,500000,Pitcher,Cincinnati Reds
2002,Juan Castro,400000,Shortstop,Cincinnati Reds
2002,Scott Williamson,400000,Pitcher,Cincinnati Reds
2002,Robin Jennings,310000,Outfielder,Cincinnati Reds
2002,Jason LaRue,305000,Catcher,Cincinnati Reds
2002,Chris Reitsma,252000,Pitcher,Cincinnati Reds
2002,Jim Brower,250000,Pitcher,Cincinnati Reds
2002,Adam Dunn,250000,Outfielder,Cincinnati Reds
2002,Lance Davis,246500,Pitcher,Cincinnati Reds
2002,John Riedling,240000,Pitcher,Cincinnati Reds
2002,Jose Acevedo,233000,Pitcher,Cincinnati Reds
2002,Brady Clark,233000,Outfielder,Cincinnati Reds
2002,Seth Etherton,224000,Pitcher,Cincinnati Reds
2002,Luis Pineda,208000,Pitcher,Cincinnati Reds
2002,Reggie Taylor,200000,Outfielder,Cincinnati Reds
2002,Manny Ramirez,15462727,Outfielder,Boston Red Sox
2002,Pedro J. Martinez,14000000,Pitcher,Boston Red Sox
2002,Nomar Garciaparra,9000000,Shortstop,Boston Red Sox
2002,Johnny Damon,7250000,Outfielder,Boston Red Sox
2002,Darren Oliver,7000000,Pitcher,Boston Red Sox
2002,Jose Offerman,6750000,Second Baseman,Boston Red Sox
2002,Ugueth Urbina,6700000,Pitcher,Boston Red Sox
2002,Dustin Hermanson,5833333,Pitcher,Boston Red Sox
2002,John Burkett,5500000,Pitcher,Boston Red Sox
2002,Tony Clark,5000000,First Baseman,Boston Red Sox
2002,Jason Varitek,3500000,Catcher,Boston Red Sox
2002,Tim Wakefield,3200000,Pitcher,Boston Red Sox
2002,Derek Lowe,3125000,Pitcher,Boston Red Sox
2002,Trot Nixon,2700000,Outfielder,Boston Red Sox
2002,Brian Daubach,2325000,First Baseman,Boston Red Sox
2002,Frank Castillo,2250000,Pitcher,Boston Red Sox
2002,Rich Garces,2200000,Pitcher,Boston Red Sox
2002,Rolando Arrojo,1900000,Pitcher,Boston Red Sox
2002,Carlos Baerga,700000,Third Baseman,Boston Red Sox
2002,Rey Sanchez,700000,Shortstop,Boston Red Sox
2002,Doug Mirabelli,650000,Catcher,Boston Red Sox
2002,Willie Banks,450000,Pitcher,Boston Red Sox
2002,Jeff Wallace,400000,Pitcher,Boston Red Sox
2002,Rickey Henderson,350000,Outfielder,Boston Red Sox
2002,Lou Merloni,290000,Shortstop,Boston Red Sox
2002,Shea Hillenbrand,260000,Third Baseman,Boston Red Sox
2002,Michael Coleman,250000,Outfielder,Boston Red Sox
2002,Casey Fossum,215000,Pitcher,Boston Red Sox
2002,Paxton Crawford,205000,Pitcher,Boston Red Sox
2002,Calvin Pickering,200000,First Baseman,Boston Red Sox
2002,Larry Walker,12666667,Outfielder,Colorado Rockies
2002,Mike Hampton,9503543,Pitcher,Colorado Rockies
2002,Denny Neagle,7000000,Pitcher,Colorado Rockies
2002,Todd Zeile,6833333,Third Baseman,Colorado Rockies
2002,Todd Helton,5000000,First Baseman,Colorado Rockies
2002,Todd Hollandsworth,2750000,Outfielder,Colorado Rockies
2002,Jose Jimenez,1937500,Pitcher,Colorado Rockies
2002,Scott Elarton,1400000,Pitcher,Colorado Rockies
2002,John Thomson,1100000,Pitcher,Colorado Rockies
2002,Todd Jones,1000000,Pitcher,Colorado Rockies
2002,Rick White,1000000,Pitcher,Colorado Rockies
2002,Dennys Reyes,900000,Pitcher,Colorado Rockies
2002,Terry Shumpert,775000,Second Baseman,Colorado Rockies
2002,Benny Agbayani,600000,Outfielder,Colorado Rockies
2002,Juan Pierre,600000,Outfielder,Colorado Rockies
2002,Greg Norton,525000,Third Baseman,Colorado Rockies
2002,Mike James,500000,Pitcher,Colorado Rockies
2002,Kent Mercker,500000,Pitcher,Colorado Rockies
2002,Justin Speier,310000,Pitcher,Colorado Rockies
2002,Gary Bennett,290000,Catcher,Colorado Rockies
2002,Ben Petrick,265000,Catcher,Colorado Rockies
2002,Pete Harnisch,250000,Pitcher,Colorado Rockies
2002,Mark Little,250000,Outfielder,Colorado Rockies
2002,Shawn Chacon,235000,Pitcher,Colorado Rockies
2002,Jose Ortiz,232000,Second Baseman,Colorado Rockies
2002,Juan Uribe,222000,Shortstop,Colorado Rockies
2002,Jason Jennings,206000,Pitcher,Colorado Rockies
2002,Mike Sweeney,8000000,First Baseman,Kansas City Royals
2002,Roberto Hernandez,6000000,Pitcher,Kansas City Royals
2002,Jeff Suppan,4150000,Pitcher,Kansas City Royals
2002,Neifi Perez,4100000,Shortstop,Kansas City Royals
2002,Joe Randa,4000000,Third Baseman,Kansas City Royals
2002,Carlos Beltran,3500000,Outfielder,Kansas City Royals
2002,Brent Mayne,2500000,Catcher,Kansas City Royals
2002,Michael Tucker,2250000,Outfielder,Kansas City Royals
2002,Chuck Knoblauch,2000000,Outfielder,Kansas City Royals
2002,Jason Grimsley,1900000,Pitcher,Kansas City Royals
2002,Blake Stein,1350000,Pitcher,Kansas City Royals
2002,Paul Byrd,850000,Pitcher,Kansas City Royals
2002,David McCarty,850000,Outfielder,Kansas City Royals
2002,Luis Alicea,800000,Second Baseman,Kansas City Royals
2002,Raul Ibanez,800000,Outfielder,Kansas City Royals
2002,Carlos Febles,775000,Second Baseman,Kansas City Royals
2002,Darrell May,375000,Pitcher,Kansas City Royals
2002,Mark Quinn,375000,Outfielder,Kansas City Royals
2002,Cory Bailey,320000,Pitcher,Kansas City Royals
2002,Dan Reichert,310000,Pitcher,Kansas City Royals
2002,Chad Durbin,275000,Pitcher,Kansas City Royals
2002,A.J. Hinch,260000,Catcher,Kansas City Royals
2002,Donnie Sadler,255000,Second Baseman,Kansas City Royals
2002,Kris Wilson,240000,Pitcher,Kansas City Royals
2002,Brian Shouse,215000,Pitcher,Kansas City Royals
2002,Jeff Austin,205000,Pitcher,Kansas City Royals
2002,Brandon Berger,202000,Outfielder,Kansas City Royals
2002,Jeremy Affeldt,200000,Pitcher,Kansas City Royals
2002,Miguel Asencio,200000,Pitcher,Kansas City Royals
2002,Dean Palmer,8000000,Third Baseman,Detroit Tigers
2002,Jose Lima,7250000,Pitcher,Detroit Tigers
2002,Damion Easley,6250000,Second Baseman,Detroit Tigers
2002,Bobby Higginson,5850000,Outfielder,Detroit Tigers
2002,Dmitri Young,5500000,First Baseman,Detroit Tigers
2002,Steve Sparks,3000000,Pitcher,Detroit Tigers
2002,Brian Moehler,2400000,Pitcher,Detroit Tigers
2002,Jeff Weaver,2350000,Pitcher,Detroit Tigers
2002,Craig Paquette,2125000,Third Baseman,Detroit Tigers
2002,Matt Anderson,1800000,Pitcher,Detroit Tigers
2002,Danny Patterson,1700000,Pitcher,Detroit Tigers
2002,Shane Halter,1500000,Shortstop,Detroit Tigers
2002,Jose Paniagua,1325000,Pitcher,Detroit Tigers
2002,Robert Fick,1150000,Outfielder,Detroit Tigers
2002,Juan Acevedo,850000,Pitcher,Detroit Tigers
2002,Damian Jackson,625000,Second Baseman,Detroit Tigers
2002,Wendell Magee,425000,Outfielder,Detroit Tigers
2002,Jacob Cruz,400000,Outfielder,Detroit Tigers
2002,Jose Macias,375000,Outfielder,Detroit Tigers
2002,Mitch Meluskey,345000,Catcher,Detroit Tigers
2002,Mark Redman,300000,Pitcher,Detroit Tigers
2002,Randall Simon,290000,First Baseman,Detroit Tigers
2002,Nate Cornejo,218000,Pitcher,Detroit Tigers
2002,Adam Pettyjohn,217500,Pitcher,Detroit Tigers
2002,Matt Miller,202500,Pitcher,Detroit Tigers
2002,Jeff Farnsworth,200000,Pitcher,Detroit Tigers
2002,Terry Pearson,200000,Pitcher,Detroit Tigers
2002,Mike Rivera,200000,Catcher,Detroit Tigers
2002,Brad Radke,8750000,Pitcher,Minnesota Twins
2002,Rick Reed,7000000,Pitcher,Minnesota Twins
2002,Eric Milton,4000000,Pitcher,Minnesota Twins
2002,LaTroy Hawkins,2750000,Pitcher,Minnesota Twins
2002,Torii Hunter,2400000,Outfielder,Minnesota Twins
2002,Joe Mays,2350000,Pitcher,Minnesota Twins
2002,Corey Koskie,2150000,Third Baseman,Minnesota Twins
2002,Eddie Guardado,1800000,Pitcher,Minnesota Twins
2002,Bob Wells,1700000,Pitcher,Minnesota Twins
2002,Cristian Guzman,1425000,Shortstop,Minnesota Twins
2002,Denny Hocking,1100000,Shortstop,Minnesota Twins
2002,David Ortiz,950000,Designated Hitter,Minnesota Twins
2002,Mike Jackson,500000,Pitcher,Minnesota Twins
2002,Tom Prince,450000,Catcher,Minnesota Twins
2002,Jacque Jones,312500,Outfielder,Minnesota Twins
2002,Doug Mientkiewicz,285000,First Baseman,Minnesota Twins
2002,Warren Morris,275000,Second Baseman,Minnesota Twins
2002,A.J. Pierzynski,250000,Catcher,Minnesota Twins
2002,Luis Rivas,240000,Second Baseman,Minnesota Twins
2002,Jay Canizaro,235000,Second Baseman,Minnesota Twins
2002,Brian Buchanan,225000,Outfielder,Minnesota Twins
2002,Mike Duvall,225000,Pitcher,Minnesota Twins
2002,Jack Cressend,222500,Pitcher,Minnesota Twins
2002,Kyle Lohse,215000,Pitcher,Minnesota Twins
2002,J.C. Romero,215000,Pitcher,Minnesota Twins
2002,Dustan Mohr,200000,Outfielder,Minnesota Twins
2002,Frank Thomas,9927000,Designated Hitter,Chicago White Sox
2002,Magglio Ordonez,6500000,Outfielder,Chicago White Sox
2002,Ray Durham,6300000,Second Baseman,Chicago White Sox
2002,Jose Valentin,5000000,Third Baseman,Chicago White Sox
2002,Royce Clayton,4500000,Shortstop,Chicago White Sox
2002,Keith Foulke,4000000,Pitcher,Chicago White Sox
2002,Paul Konerko,3800000,First Baseman,Chicago White Sox
2002,Todd Ritchie,3533333,Pitcher,Chicago White Sox
2002,Carlos Lee,2700000,Outfielder,Chicago White Sox
2002,Sandy Alomar Jr.,2500000,Catcher,Chicago White Sox
2002,Antonio Osuna,2200000,Pitcher,Chicago White Sox
2002,Bobby Howry,1200000,Pitcher,Chicago White Sox
2002,Kenny Lofton,1025000,Outfielder,Chicago White Sox
2002,Tony Graffanino,575000,Third Baseman,Chicago White Sox
2002,Mark L. Johnson,320000,Catcher,Chicago White Sox
2002,Mark Buehrle,310000,Pitcher,Chicago White Sox
2002,Jeff Liefer,285000,Outfielder,Chicago White Sox
2002,Kelly Wunsch,285000,Pitcher,Chicago White Sox
2002,Jon Garland,275000,Pitcher,Chicago White Sox
2002,Rocky Biddle,250000,Pitcher,Chicago White Sox
2002,Lorenzo Barcelo,240000,Pitcher,Chicago White Sox
2002,Gary Glover,240000,Pitcher,Chicago White Sox
2002,Damaso Marte,227500,Pitcher,Chicago White Sox
2002,Aaron Rowand,225000,Outfielder,Chicago White Sox
2002,Danny Wright,220000,Pitcher,Chicago White Sox
2002,Mike Porzio,215000,Pitcher,Chicago White Sox
2002,Jon Rauch,200000,Pitcher,Chicago White Sox
2002,Derek Jeter,14600000,Shortstop,New York Yankees
2002,Bernie Williams,12357143,Outfielder,New York Yankees
2002,Mike Mussina,11000000,Pitcher,New York Yankees
2002,Jason Giambi,10428571,First Baseman,New York Yankees
2002,Roger Clemens,10300000,Pitcher,New York Yankees
2002,Andy Pettitte,9500000,Pitcher,New York Yankees
2002,Mariano Rivera,9450000,Pitcher,New York Yankees
2002,Robin Ventura,8500000,Third Baseman,New York Yankees
2002,Jorge Posada,7000000,Catcher,New York Yankees
2002,Sterling Hitchcock,4936719,Pitcher,New York Yankees
2002,Rondell White,4500000,Outfielder,New York Yankees
2002,Steve Karsay,4000000,Pitcher,New York Yankees
2002,Orlando Hernandez,3200000,Pitcher,New York Yankees
2002,Ramiro Mendoza,2600000,Pitcher,New York Yankees
2002,Mike Stanton,2500000,Pitcher,New York Yankees
2002,David Wells,2250000,Pitcher,New York Yankees
2002,Gerald Williams,2000000,Outfielder,New York Yankees
2002,John Vander Wal,1850000,Outfielder,New York Yankees
2002,Shane Spencer,885000,Outfielder,New York Yankees
2002,Ron Coomer,750000,Third Baseman,New York Yankees
2002,Enrique Wilson,720000,Second Baseman,New York Yankees
2002,Alberto Castillo,650000,Catcher,New York Yankees
2002,Alfonso Soriano,630000,Second Baseman,New York Yankees
2002,Ted Lilly,237150,Pitcher,New York Yankees
2002,Randy Choate,223350,Pitcher,New York Yankees
2002,Nick Johnson,220650,Designated Hitter,New York Yankees
2002,Christian Parker,218600,Pitcher,New York Yankees
